Transaction_Amount,Account_Balance,Customer_Tenure_Months,Daily_Transaction_Count,Transaction_Hour,Failed_Login_Attempts,Transaction_Type,Merchant_Category,Device_Type,Country,Account_Type,KYC_Status,High_Risk_Transaction
4595.61,21459.62,104,4,14,0,,travel,Mobile ,BD,business,unverified,No
4564.64,15356.8,29,3,0,1,Transfer,food,Mobile ,IN,business,Verified ,No
7197.55,16539.16,71,5,21,0,cash_out,travel,Mobile ,BD,business,Verified ,No
6650.83,27284.7,104,6,2,1,Transfer,electronics,desktop,BD,savings,verified,No
6627.02,18256.25,77,9,5,0,transfer,electronics,mobile,Bangladesh,business,Verified ,No
76109.6,16809.92,102,4,21,1,Transfer,gambling,mobile,india,business,Verified ,No
5042.01,19816.83,18,5,13,2,Cash_Out,GAMBLING,mobile,india,current,Verified ,No
6363.91,28863.3,2,3,3,0,Cash_Out,travel,Mobile ,india,business,unverified,No
4379.47,13073.38,8,2,17,0,TRANSFER,GAMBLING,desktop,BD,business,unverified,Yes
5648.33,19334.71,75,1,14,0,cash_out,GAMBLING,mobile,india,savings,verified,No
4739.71,22452.78,97,3,8,0,cash_out,GAMBLING,Mobile ,BD,savings,verified,No
5193.99,31602.22,54,2,17,1,Transfer,GAMBLING,desktop,Bangladesh,current,Verified ,Yes
6190.31,17607.03,38,3,2,0,cash_out,electronics,desktop,india,business,Verified ,Yes
3363.56,12821.77,48,3,9,1,Cash_Out,travel,mobile,BD,business,verified,No
9184.77,15156.39,27,4,16,2,transfer,gambling,mobile,india,business,Verified ,No
2987.97,30530.57,20,1,6,0,Transfer,GAMBLING,Mobile ,india,business,verified,No
2571.62,40333.05,12,4,14,0,cash_out,gambling,mobile,Bangladesh,business,unverified,No
7316.22,6862.42,43,2,0,1,Cash_Out,electronics,Mobile ,IN,business,Verified ,No
6583.33,9046.98,61,3,10,1,TRANSFER,electronics,desktop,india,current,Verified ,No
6248.24,18312.03,31,2,16,0,cash_out,food,desktop,Bangladesh,business,Verified ,No
6256.69,21109.56,91,2,4,1,transfer,GAMBLING,desktop,india,business,unverified,No
4975.51,27869.7,96,4,6,1,transfer,food,desktop,india,business,unverified,No
3205.49,11088.67,61,4,18,1,cash_out,gambling,mobile,india,current,Verified ,No
5151.61,9368.91,74,7,23,1,cash_out,travel,mobile,india,business,verified,No
3645.68,21380.87,67,0,14,0,Cash_Out,food,Mobile ,IN,current,unverified,No
6950.24,17415.99,109,2,2,0,cash_out,electronics,Mobile ,IN,savings,Verified ,No
4705.89,29267.21,91,1,14,0,TRANSFER,GAMBLING,Mobile ,india,business,Verified ,No
3349.01,24873.6,35,5,4,1,Cash_Out,gambling,Mobile ,india,current,unverified,No
4357.23,25553.79,95,2,22,0,Transfer,electronics,Mobile ,Bangladesh,savings,verified,No
5825.86,18955.19,15,0,11,0,TRANSFER,travel,desktop,Bangladesh,current,Verified ,No
3872.55,43555.8,16,1,19,0,Cash_Out,GAMBLING,desktop,BD,current,verified,Yes
3355.56,11622.52,13,4,4,0,Cash_Out,travel,desktop,IN,savings,verified,No
5487.37,26108.1,113,6,2,0,transfer,travel,Mobile ,india,business,unverified,No
5489.93,7303.1,35,1,8,0,Cash_Out,GAMBLING,desktop,IN,business,Verified ,No
3986.11,9265.32,116,2,8,0,TRANSFER,GAMBLING,desktop,Bangladesh,current,Verified ,Yes
4057.92,13926.54,75,4,6,0,cash_out,travel,desktop,IN,savings,verified,No
5464.1,36293.23,59,5,1,1,TRANSFER,gambling,desktop,IN,business,unverified,No
2103.83,22638.94,21,2,22,0,Transfer,GAMBLING,mobile,india,current,unverified,No
,14095.22,115,3,22,1,Cash_Out,electronics,Mobile ,india,savings,unverified,No
3563.11,23744.36,54,4,20,0,Cash_Out,food,Mobile ,Bangladesh,current,verified,No
4573.11,20351.48,75,4,15,1,Cash_Out,gambling,mobile,india,savings,verified,No
5621.82,15080.27,30,2,8,0,Cash_Out,GAMBLING,desktop,Bangladesh,business,Verified ,No
7950.71,6033.71,48,6,12,0,transfer,GAMBLING,desktop,Bangladesh,business,unverified,No
6715.32,34385.42,117,3,18,0,transfer,gambling,desktop,BD,current,verified,No
4680.12,22098.18,35,1,19,0,cash_out,food,Mobile ,BD,business,unverified,No
4961.97,41737.38,86,4,16,0,Cash_Out,travel,Mobile ,BD,business,verified,No
2994.94,29403.22,38,1,5,1,Transfer,electronics,Mobile ,IN,savings,Verified ,No
4962.97,25513.2,31,4,3,0,cash_out,GAMBLING,Mobile ,BD,business,unverified,No
4422.68,15647.96,78,2,0,0,Cash_Out,food,Mobile ,india,savings,verified,No
5645.44,9046.54,24,2,17,0,transfer,electronics,mobile,india,savings,unverified,No
3345.54,17822.69,114,2,18,1,Transfer,gambling,Mobile ,BD,current,verified,No
6038.69,8757.07,49,3,8,1,cash_out,GAMBLING,desktop,IN,savings,verified,No
8065.48,26501.9,96,6,12,0,Transfer,travel,Mobile ,Bangladesh,business,verified,No
4782.48,36326.52,100,2,7,1,Cash_Out,gambling,mobile,IN,savings,unverified,No
5803.42,17390.88,32,4,22,0,TRANSFER,GAMBLING,desktop,IN,savings,verified,No
6380.29,29444.91,55,1,12,1,Transfer,food,mobile,Bangladesh,current,Verified ,No
4197.56,13107.71,79,0,14,2,Transfer,electronics,desktop,Bangladesh,business,unverified,No
5448.18,16975.33,107,1,10,0,transfer,electronics,Mobile ,Bangladesh,business,Verified ,No
5025.18,11850.36,58,3,11,0,Cash_Out,GAMBLING,mobile,india,business,Verified ,Yes
5195.35,-1331.33,99,3,13,0,Transfer,gambling,desktop,Bangladesh,savings,unverified,No
3453.98,19634.67,3,3,3,1,Cash_Out,travel,Mobile ,Bangladesh,business,verified,No
5049.02,21284.52,80,4,0,0,transfer,food,desktop,IN,business,Verified ,No
5996.0,30658.61,69,4,23,0,Cash_Out,GAMBLING,mobile,IN,savings,unverified,No
7902.29,27954.38,85,3,3,0,,food,,BD,current,verified,No
6918.54,28089.53,10,4,18,0,transfer,electronics,mobile,IN,current,unverified,Yes
9306.36,10259.64,83,3,8,1,cash_out,travel,mobile,Bangladesh,savings,unverified,No
3465.3,24594.97,25,5,9,1,Cash_Out,food,Mobile ,india,current,unverified,No
6744.64,35825.94,68,4,3,1,TRANSFER,GAMBLING,desktop,IN,current,verified,No
5366.68,23798.68,61,1,19,1,cash_out,travel,Mobile ,IN,current,Verified ,No
9379.61,38285.94,29,1,8,1,transfer,gambling,mobile,Bangladesh,business,Verified ,No
3383.4,40189.66,19,1,12,0,TRANSFER,GAMBLING,desktop,IN,current,unverified,No
3320.56,17315.32,43,2,11,1,Transfer,food,mobile,IN,business,unverified,No
3801.21,13030.6,66,2,10,0,Transfer,travel,Mobile ,Bangladesh,current,verified,No
752.21,12385.38,74,4,11,1,cash_out,GAMBLING,Mobile ,IN,business,unverified,No
3948.49,4838.64,61,2,17,0,TRANSFER,travel,Mobile ,india,savings,unverified,No
3481.73,14815.97,43,3,11,0,Cash_Out,travel,desktop,BD,savings,unverified,Yes
5300.79,32076.65,25,4,15,1,TRANSFER,travel,desktop,IN,current,Verified ,Yes
5683.51,-2040.38,20,4,4,1,cash_out,food,mobile,india,business,unverified,No
8752.34,9625.47,48,4,19,0,Cash_Out,GAMBLING,desktop,IN,savings,Verified ,No
6900.85,18728.69,83,5,11,1,Cash_Out,electronics,desktop,BD,savings,verified,No
3846.19,11228.15,87,3,20,1,Transfer,electronics,Mobile ,Bangladesh,savings,verified,No
3203.17,14727.14,24,6,10,0,TRANSFER,food,mobile,BD,savings,Verified ,Yes
5983.84,14876.7,11,2,8,0,Cash_Out,food,Mobile ,IN,current,Verified ,No
23595.300000000003,17424.6,110,4,17,0,cash_out,travel,mobile,BD,business,Verified ,Yes
8662.92,12705.45,98,3,2,2,Transfer,GAMBLING,mobile,BD,savings,Verified ,No
7358.88,11887.87,55,2,19,0,Cash_Out,GAMBLING,desktop,Bangladesh,current,unverified,No
4061.65,29343.1,28,5,16,1,TRANSFER,gambling,Mobile ,IN,savings,Verified ,No
1573.73,30496.54,69,2,13,0,Transfer,gambling,desktop,BD,savings,Verified ,No
7707.74,6194.57,63,1,0,4,TRANSFER,electronics,desktop,BD,savings,Verified ,Yes
4770.92,-7595.97,59,2,16,0,TRANSFER,gambling,desktop,Bangladesh,savings,unverified,No
7475.63,,5,2,7,0,TRANSFER,gambling,mobile,india,current,unverified,Yes
1811.14,7712.0,51,6,4,0,Transfer,electronics,Mobile ,IN,business,unverified,No
3801.25,22127.45,21,2,4,1,Cash_Out,electronics,Mobile ,india,current,verified,No
5010.49,4343.28,12,3,8,4,transfer,gambling,desktop,india,current,unverified,No
5093.96,32977.55,50,3,2,1,Cash_Out,GAMBLING,mobile,Bangladesh,current,Verified ,No
4099.87,45436.68,4,4,18,0,,gambling,Mobile ,Bangladesh,savings,unverified,Yes
6245.7,21828.07,118,2,22,2,transfer,travel,Mobile ,IN,business,unverified,No
2864.76,19058.97,113,2,8,0,transfer,travel,desktop,india,savings,Verified ,No
4715.24,16778.6,42,3,21,1,transfer,travel,mobile,BD,current,unverified,No
5240.59,27817.99,84,4,17,1,cash_out,food,desktop,india,savings,verified,No
6028.88,25676.87,38,5,15,0,Transfer,travel,Mobile ,Bangladesh,business,unverified,No
6423.23,30034.98,25,6,0,0,cash_out,GAMBLING,mobile,BD,business,verified,No
2750.72,13720.83,14,0,1,0,transfer,food,desktop,BD,savings,verified,No
1931.77,23401.18,75,3,13,0,cash_out,food,Mobile ,Bangladesh,current,verified,No
7555.35,14575.32,32,2,13,1,cash_out,travel,desktop,BD,savings,Verified ,No
5664.63,9422.84,11,5,0,0,Transfer,gambling,desktop,india,current,unverified,No
3503.03,19589.85,61,4,15,0,TRANSFER,electronics,desktop,Bangladesh,business,verified,No
8102.3,10774.87,18,1,14,0,cash_out,gambling,mobile,IN,savings,verified,Yes
5231.35,31737.27,27,1,14,1,cash_out,gambling,Mobile ,Bangladesh,business,unverified,No
7358.59,11380.8,55,2,11,1,transfer,food,Mobile ,IN,current,Verified ,No
5135.04,23635.46,54,2,15,0,transfer,food,Mobile ,IN,current,Verified ,No
9121.5,13965.78,82,2,13,0,transfer,food,Mobile ,Bangladesh,savings,verified,No
8510.68,22770.63,87,3,23,0,Cash_Out,GAMBLING,mobile,Bangladesh,savings,Verified ,No
4502.07,14760.03,75,0,14,1,cash_out,GAMBLING,desktop,IN,savings,unverified,No
6943.14,7427.89,21,0,22,1,transfer,electronics,Mobile ,IN,business,Verified ,No
6290.75,24837.73,44,3,14,2,Transfer,food,mobile,BD,current,unverified,Yes
7737.26,17645.84,5,2,18,0,Cash_Out,travel,desktop,Bangladesh,current,verified,Yes
3070.15,22859.85,87,5,7,1,TRANSFER,food,mobile,Bangladesh,business,unverified,No
6372.1,15711.57,41,4,1,0,cash_out,GAMBLING,mobile,BD,savings,verified,No
7116.85,6720.63,59,1,1,0,cash_out,food,Mobile ,Bangladesh,savings,unverified,No
1482.52,154158.95,89,4,9,1,Transfer,GAMBLING,Mobile ,BD,business,unverified,No
2633.48,27367.58,105,6,2,0,TRANSFER,food,desktop,BD,current,Verified ,No
921.54,14330.39,54,2,22,0,TRANSFER,travel,desktop,Bangladesh,current,unverified,No
4461.19,20697.79,74,1,16,1,Cash_Out,electronics,Mobile ,india,current,verified,No
6435.08,30420.19,22,4,7,0,cash_out,travel,mobile,IN,current,unverified,No
,15429.62,83,6,22,0,transfer,GAMBLING,Mobile ,Bangladesh,business,verified,No
5148.19,16981.15,65,2,3,1,Transfer,gambling,desktop,india,current,verified,No
8257.23,22436.33,64,5,13,1,Transfer,travel,mobile,BD,business,unverified,No
2239.8,15409.09,71,2,20,1,Transfer,food,mobile,india,savings,Verified ,No
1593.24,28570.92,4,1,9,0,Transfer,electronics,mobile,Bangladesh,business,unverified,No
4888.9,18310.99,65,1,0,0,transfer,food,Mobile ,Bangladesh,current,unverified,No
5768.13,12159.64,15,1,3,0,transfer,food,Mobile ,india,savings,Verified ,No
4934.61,26086.39,104,1,0,0,Cash_Out,travel,desktop,Bangladesh,business,verified,No
865.12,8578.69,76,2,16,1,cash_out,electronics,mobile,IN,business,unverified,No
4821.76,40148.79,22,2,16,1,transfer,gambling,,india,business,Verified ,No
2391.06,35824.96,86,1,6,0,Cash_Out,food,Mobile ,BD,savings,Verified ,No
6339.35,25134.95,114,1,22,0,TRANSFER,electronics,desktop,india,business,verified,No
5733.2,24293.31,47,3,19,0,cash_out,gambling,desktop,india,current,Verified ,No
3120.24,23824.41,81,3,14,0,transfer,food,mobile,india,savings,verified,No
3972.27,15109.05,93,1,12,1,TRANSFER,electronics,Mobile ,india,savings,unverified,No
2881.57,22973.1,46,3,1,0,Cash_Out,travel,mobile,BD,business,Verified ,No
4874.64,10768.67,14,4,18,2,transfer,food,Mobile ,BD,current,unverified,No
6910.28,25038.18,50,3,23,1,transfer,food,desktop,BD,savings,Verified ,No
3028.55,28678.47,20,3,12,2,TRANSFER,electronics,mobile,india,business,Verified ,No
6008.09,16219.14,50,5,23,1,transfer,food,mobile,IN,current,unverified,No
3939.48,14048.98,112,2,10,1,Transfer,gambling,mobile,IN,business,Verified ,No
3414.25,7875.23,33,1,21,0,transfer,food,desktop,BD,business,unverified,No
4785.94,34579.55,119,1,14,0,cash_out,GAMBLING,mobile,IN,savings,unverified,No
2929.52,14843.36,59,3,9,2,TRANSFER,gambling,desktop,IN,savings,verified,No
3892.7,18012.61,43,2,8,1,cash_out,electronics,Mobile ,IN,business,unverified,No
2604.24,23001.56,79,6,8,0,Cash_Out,gambling,desktop,IN,savings,verified,No
8929.45,,12,0,19,0,cash_out,GAMBLING,Mobile ,IN,savings,unverified,Yes
5070.53,27465.6,40,3,0,1,Transfer,GAMBLING,desktop,Bangladesh,current,Verified ,No
3600.55,81033.5,118,4,16,0,Transfer,food,desktop,BD,current,unverified,No
5427.96,8613.32,20,5,11,2,cash_out,food,mobile,india,business,Verified ,No
4775.34,6863.35,94,1,9,1,Cash_Out,travel,desktop,IN,business,verified,No
4558.06,14207.45,38,2,4,0,transfer,gambling,mobile,Bangladesh,business,Verified ,No
6228.33,10481.5,3,2,17,1,Transfer,travel,Mobile ,india,business,unverified,Yes
6515.02,16963.83,28,2,14,1,cash_out,GAMBLING,Mobile ,Bangladesh,current,Verified ,No
3939.0,33075.79,56,4,5,0,cash_out,food,mobile,IN,savings,verified,No
3848.36,16227.22,90,3,6,0,cash_out,food,Mobile ,IN,current,Verified ,No
4449.9,16223.49,94,2,16,1,transfer,food,desktop,IN,business,Verified ,No
396.16,19836.01,13,1,5,0,TRANSFER,electronics,mobile,IN,business,unverified,No
1969.62,15943.75,77,2,7,0,Cash_Out,GAMBLING,mobile,india,current,unverified,No
7733.75,19326.09,66,4,11,1,TRANSFER,food,mobile,india,current,Verified ,Yes
8289.94,25408.69,37,3,20,0,Cash_Out,GAMBLING,Mobile ,Bangladesh,business,verified,No
4501.93,28847.51,49,4,13,0,Cash_Out,food,Mobile ,BD,savings,Verified ,Yes
6153.11,30032.13,102,2,11,1,cash_out,gambling,desktop,IN,business,verified,No
5622.5,40568.52,66,3,22,0,Transfer,GAMBLING,desktop,Bangladesh,current,verified,No
11157.76,25693.59,36,0,9,0,cash_out,travel,mobile,Bangladesh,business,verified,No
7239.15,42344.79,54,3,21,0,transfer,electronics,desktop,Bangladesh,business,Verified ,No
4744.16,12235.18,26,3,19,1,Cash_Out,travel,Mobile ,IN,savings,verified,Yes
3088.92,40912.85,75,3,14,2,Transfer,GAMBLING,desktop,IN,business,Verified ,Yes
1787.11,16196.24,72,1,6,1,Cash_Out,food,Mobile ,Bangladesh,business,verified,No
5406.93,17179.81,108,3,8,1,Cash_Out,GAMBLING,desktop,IN,business,verified,Yes
3487.3,18801.27,40,1,9,0,cash_out,electronics,Mobile ,Bangladesh,current,Verified ,No
2155.49,17813.79,43,4,9,0,Transfer,GAMBLING,Mobile ,india,current,unverified,No
3706.85,20858.4,22,0,15,1,Transfer,food,desktop,IN,savings,unverified,No
2836.9,14199.72,20,4,6,0,Cash_Out,travel,desktop,india,business,Verified ,No
8374.28,28299.62,8,3,4,0,Transfer,gambling,Mobile ,BD,current,Verified ,No
6763.28,14471.65,29,2,22,0,Transfer,travel,mobile,IN,savings,unverified,No
4984.05,26556.1,40,2,2,0,cash_out,food,desktop,BD,business,unverified,No
7959.89,35277.24,90,4,17,0,TRANSFER,food,Mobile ,Bangladesh,savings,unverified,No
5154.74,16428.98,30,3,10,0,transfer,electronics,desktop,IN,savings,Verified ,No
3277.43,27943.83,81,3,14,1,TRANSFER,GAMBLING,desktop,IN,savings,verified,No
8046.25,25591.59,84,3,20,1,Transfer,GAMBLING,desktop,IN,savings,Verified ,No
6077.82,42528.87,116,7,19,0,Cash_Out,travel,desktop,BD,savings,unverified,Yes
2925.51,14951.69,55,6,4,2,transfer,gambling,desktop,BD,savings,verified,No
4619.32,27950.72,16,2,23,3,transfer,gambling,mobile,Bangladesh,savings,Verified ,No
3248.76,3739.89,46,0,11,0,Cash_Out,electronics,mobile,india,business,unverified,Yes
2234.4,15041.42,62,3,3,1,transfer,food,mobile,india,business,Verified ,Yes
6852.36,23533.93,107,4,14,0,Cash_Out,electronics,Mobile ,BD,savings,verified,No
8818.83,33931.6,7,1,8,1,transfer,GAMBLING,mobile,IN,business,unverified,No
2202.86,7740.67,80,1,6,0,TRANSFER,food,mobile,india,savings,Verified ,No
6125.94,27860.91,45,6,9,0,transfer,electronics,Mobile ,india,business,verified,No
3698.71,19367.77,59,8,22,1,cash_out,travel,mobile,BD,current,verified,No
4025.75,4784.72,111,1,12,1,Cash_Out,GAMBLING,desktop,Bangladesh,savings,Verified ,No
3815.21,21815.87,56,2,7,2,transfer,gambling,mobile,BD,current,verified,No
3272.02,37091.61,48,4,11,1,Cash_Out,electronics,mobile,BD,savings,unverified,No
5097.04,8795.77,27,4,21,0,cash_out,GAMBLING,mobile,IN,savings,verified,No
3338.1,18900.62,53,4,23,0,transfer,GAMBLING,desktop,BD,current,Verified ,No
5540.91,10133.61,87,2,18,0,transfer,gambling,desktop,IN,current,unverified,No
4899.52,15314.17,88,5,0,1,cash_out,gambling,desktop,Bangladesh,current,verified,No
4522.1,34321.7,73,5,15,0,cash_out,gambling,desktop,IN,savings,verified,No
3184.87,17284.76,35,2,21,0,cash_out,electronics,Mobile ,Bangladesh,current,unverified,No
3846.46,34015.66,51,2,16,0,Cash_Out,gambling,desktop,Bangladesh,current,unverified,Yes
6510.78,31090.54,84,6,17,0,cash_out,travel,desktop,Bangladesh,business,verified,No
6001.83,16372.62,37,7,10,1,Cash_Out,GAMBLING,desktop,BD,business,unverified,No
3044.89,14974.01,106,2,17,0,TRANSFER,gambling,desktop,IN,current,Verified ,No
5198.66,11040.01,81,3,6,1,transfer,GAMBLING,Mobile ,india,current,verified,No
6502.77,10691.19,111,2,17,0,transfer,food,mobile,BD,current,Verified ,No
1661.19,23532.07,95,6,7,1,Transfer,food,mobile,Bangladesh,current,verified,No
6086.72,19802.15,119,1,5,0,TRANSFER,gambling,desktop,india,business,Verified ,No
3674.75,13763.95,57,4,6,0,cash_out,GAMBLING,desktop,BD,savings,Verified ,No
6141.2,4512.37,8,1,22,0,cash_out,food,desktop,india,current,unverified,No
3473.48,21061.79,79,1,21,1,TRANSFER,gambling,mobile,Bangladesh,current,verified,No
1390.24,15304.48,95,3,9,0,cash_out,GAMBLING,mobile,india,business,unverified,No
1744.92,18047.02,117,4,10,1,Transfer,gambling,desktop,india,current,unverified,No
5096.17,23046.62,94,5,12,0,Cash_Out,GAMBLING,mobile,Bangladesh,current,verified,No
5519.45,-5018.03,110,2,8,1,transfer,food,Mobile ,india,business,Verified ,No
3191.37,4667.25,20,4,6,1,TRANSFER,gambling,desktop,BD,current,verified,No
6277.18,42964.43,103,3,8,1,transfer,food,desktop,india,current,verified,Yes
1676.96,14933.89,53,3,12,1,Cash_Out,gambling,Mobile ,IN,business,verified,No
4867.84,-5174.33,119,1,2,1,TRANSFER,electronics,Mobile ,BD,savings,unverified,Yes
2577.97,5500.6,12,4,2,0,Cash_Out,food,mobile,india,current,verified,No
,44844.67,49,1,0,0,cash_out,food,Mobile ,IN,current,verified,No
5094.8,12970.03,17,4,20,2,cash_out,travel,desktop,IN,savings,verified,No
3279.17,31590.15,64,1,19,0,cash_out,food,mobile,IN,business,Verified ,Yes
4230.89,21211.18,42,1,1,1,Cash_Out,GAMBLING,Mobile ,india,savings,Verified ,No
7012.59,15150.33,94,2,2,2,Cash_Out,gambling,mobile,Bangladesh,current,Verified ,No
3846.22,27754.45,29,0,14,0,Cash_Out,electronics,mobile,IN,savings,Verified ,No
6671.38,-3843.57,19,1,23,0,transfer,GAMBLING,mobile,Bangladesh,business,unverified,No
2740.59,5588.67,110,2,5,1,Cash_Out,GAMBLING,mobile,BD,current,unverified,No
6059.61,15076.49,11,2,12,1,cash_out,GAMBLING,Mobile ,Bangladesh,business,verified,Yes
7883.14,6570.96,98,0,20,0,Transfer,GAMBLING,desktop,Bangladesh,business,unverified,No
56.71,14192.22,50,3,0,0,Cash_Out,electronics,desktop,Bangladesh,savings,Verified ,No
3406.21,28537.13,71,3,19,1,Transfer,travel,Mobile ,Bangladesh,savings,verified,No
6154.14,21321.37,108,3,18,0,cash_out,food,desktop,Bangladesh,business,verified,No
4593.91,33306.17,58,1,0,0,Cash_Out,GAMBLING,mobile,BD,business,Verified ,No
5742.29,21953.75,34,1,20,0,transfer,food,mobile,BD,current,Verified ,Yes
3792.03,29924.61,20,6,21,1,transfer,food,mobile,Bangladesh,business,Verified ,No
5173.18,19359.3,50,0,1,0,Transfer,GAMBLING,Mobile ,Bangladesh,business,unverified,No
4688.65,14097.25,102,2,14,0,transfer,travel,mobile,IN,savings,verified,No
7335.56,34805.68,88,4,13,0,transfer,food,mobile,BD,business,Verified ,No
5508.84,12906.5,10,5,18,0,transfer,gambling,Mobile ,india,business,verified,No
5675.21,23438.45,32,3,10,0,cash_out,food,mobile,BD,savings,verified,No
4176.25,27688.97,52,2,14,1,transfer,GAMBLING,mobile,india,current,unverified,No
4024.79,28414.93,15,2,5,0,TRANSFER,electronics,desktop,IN,savings,verified,No
4134.88,8345.57,101,4,19,0,Cash_Out,food,Mobile ,Bangladesh,savings,Verified ,No
5788.9,30519.5,84,4,8,1,transfer,travel,mobile,IN,business,Verified ,No
4158.03,10210.45,3,1,4,1,transfer,gambling,mobile,Bangladesh,business,verified,No
5579.55,28107.04,37,5,19,1,transfer,gambling,mobile,BD,current,verified,No
9150.8,25351.73,40,1,1,1,TRANSFER,electronics,mobile,Bangladesh,business,unverified,No
6742.25,28186.31,72,4,5,0,transfer,electronics,desktop,india,current,Verified ,No
4347.95,7949.96,40,2,17,1,transfer,food,desktop,india,current,Verified ,No
7402.43,25879.3,108,5,22,1,Cash_Out,GAMBLING,,IN,current,verified,No
4183.85,30855.94,56,2,18,4,TRANSFER,travel,desktop,BD,current,verified,No
923.75,21933.96,23,6,8,1,TRANSFER,gambling,Mobile ,india,business,verified,Yes
2983.83,11813.83,104,2,20,0,transfer,electronics,mobile,IN,savings,Verified ,No
1258.42,29197.48,11,1,23,2,TRANSFER,travel,desktop,BD,savings,verified,No
4296.97,21139.2,110,3,5,2,Transfer,GAMBLING,mobile,BD,business,unverified,No
5036.84,3255.56,64,4,13,0,TRANSFER,gambling,Mobile ,IN,business,unverified,No
8352.87,11038.11,8,3,23,0,TRANSFER,gambling,mobile,india,current,verified,No
5653.85,14737.05,93,5,12,0,TRANSFER,GAMBLING,mobile,india,business,unverified,No
4561.8,35058.18,94,4,10,0,cash_out,gambling,desktop,IN,savings,unverified,No
6658.81,33301.83,56,3,11,2,cash_out,GAMBLING,desktop,india,business,unverified,No
577.73,33269.69,60,1,18,0,cash_out,gambling,Mobile ,IN,business,unverified,No
5471.23,22323.6,10,3,18,0,TRANSFER,food,mobile,india,current,unverified,No
6541.73,29135.95,39,1,20,0,Transfer,GAMBLING,desktop,india,current,Verified ,No
2042.83,8592.21,28,1,18,0,TRANSFER,travel,desktop,IN,current,verified,No
7287.51,20068.03,49,4,23,0,transfer,food,desktop,IN,current,unverified,No
5676.99,24516.33,36,3,12,0,Transfer,travel,Mobile ,india,savings,verified,No
4169.42,9251.01,13,3,13,0,cash_out,gambling,mobile,IN,business,unverified,No
6265.56,22099.12,96,2,23,1,Cash_Out,travel,desktop,india,business,Verified ,Yes
9541.39,36866.39,36,6,17,0,Transfer,food,mobile,Bangladesh,current,Verified ,No
5363.73,25587.7,101,3,11,0,cash_out,GAMBLING,Mobile ,BD,savings,unverified,Yes
5496.44,29175.45,26,1,3,0,Transfer,electronics,mobile,BD,savings,unverified,No
4081.28,-4524.07,86,4,9,1,Transfer,travel,desktop,india,business,unverified,No
3300.31,35579.69,4,0,16,0,TRANSFER,electronics,mobile,BD,current,Verified ,No
6660.67,18138.78,95,5,3,1,transfer,travel,mobile,india,business,Verified ,No
3287.83,12313.14,82,5,11,1,Cash_Out,travel,Mobile ,IN,business,verified,No
51431.3,18253.62,64,1,12,0,cash_out,GAMBLING,Mobile ,Bangladesh,savings,Verified ,No
4044.69,5149.78,38,1,3,2,Transfer,gambling,mobile,BD,savings,unverified,No
5957.96,30479.42,88,2,9,0,Cash_Out,food,mobile,BD,business,verified,No
5667.32,16646.04,87,4,2,0,Transfer,food,mobile,IN,current,Verified ,No
7075.08,12613.69,22,3,14,1,transfer,food,Mobile ,Bangladesh,current,Verified ,No
3979.97,18319.45,2,4,1,0,Cash_Out,gambling,Mobile ,Bangladesh,business,unverified,No
4460.25,31180.16,31,4,16,0,cash_out,electronics,mobile,Bangladesh,business,verified,No
30424.699999999997,21314.58,119,3,5,0,Transfer,food,Mobile ,IN,current,Verified ,No
4111.41,5903.06,11,1,7,0,transfer,electronics,desktop,BD,current,Verified ,Yes
5754.6,24649.81,92,3,2,0,Cash_Out,gambling,Mobile ,BD,current,unverified,No
6513.98,53551.0,46,2,17,0,Transfer,gambling,Mobile ,Bangladesh,business,verified,No
3155.67,-1561.01,96,3,21,1,Transfer,GAMBLING,Mobile ,IN,savings,verified,No
6739.21,34960.07,62,4,0,0,cash_out,food,desktop,IN,current,verified,No
7711.28,24572.3,69,4,15,0,,GAMBLING,desktop,IN,current,verified,No
5826.87,19217.29,64,4,6,0,TRANSFER,food,desktop,Bangladesh,current,unverified,No
8753.59,16543.9,102,0,2,0,Transfer,gambling,mobile,IN,business,Verified ,No
3452.42,33970.8,10,0,22,1,Cash_Out,gambling,mobile,Bangladesh,savings,Verified ,No
2510.69,50871.55,40,7,3,1,cash_out,travel,desktop,Bangladesh,savings,verified,Yes
1442.56,24487.81,110,3,8,0,cash_out,travel,mobile,Bangladesh,current,verified,No
7992.09,9703.65,24,4,4,1,Transfer,gambling,mobile,india,business,verified,No
6308.73,18455.34,99,4,18,0,Transfer,gambling,mobile,Bangladesh,savings,Verified ,No
48888.3,24305.73,44,3,14,0,Transfer,electronics,desktop,IN,business,Verified ,No
5559.94,-3495.28,112,5,7,0,TRANSFER,electronics,Mobile ,india,savings,verified,No
2749.02,23344.99,60,1,5,1,Transfer,GAMBLING,desktop,BD,current,unverified,No
9891.5,24364.25,62,4,17,0,transfer,travel,desktop,BD,business,Verified ,No
5258.44,,87,1,18,0,Cash_Out,travel,mobile,IN,current,Verified ,No
5218.79,32221.23,17,4,23,1,Transfer,gambling,mobile,IN,savings,verified,No
6451.53,21111.72,65,4,14,1,TRANSFER,gambling,Mobile ,IN,savings,unverified,No
5962.02,35146.37,119,1,6,2,Cash_Out,GAMBLING,Mobile ,IN,current,verified,No
5447.77,40356.78,95,2,9,0,cash_out,travel,Mobile ,india,savings,verified,No
3419.05,20279.51,95,3,5,0,Transfer,electronics,Mobile ,IN,current,unverified,No
